account_age,intl_plan,voice_mail_plan,n_voice_mails,n_day_calls,sum_day_charges,n_evening_calls,sum_evening_charges,n_night_calls,sum_night_charges,n_intl_calls,sum_intl_charges,n_customer_service_calls,churn
107,0,0,0.0,104.0,22.78,94.0,14.83,79.0,14.0,3.0,1.97,3.0,0
124,0,0,0.0,74.0,31.42,84.0,14.88,95.0,7.12,6.0,2.84,1.0,0
95,0,1,36.0,112.0,48.13,86.0,24.33,129.0,11.78,3.0,3.05,3.0,0
173,0,0,0.0,143.0,49.61,134.0,18.22,119.0,6.8,2.0,2.67,0.0,1
110,0,0,0.0,94.0,37.86,98.0,8.99,78.0,9.67,4.0,3.65,1.0,0
102,0,0,0.0,79.0,29.67,136.0,20.13,110.0,12.17,5.0,2.3,0.0,0
130,0,0,0.0,86.0,11.63,110.0,16.43,139.0,7.72,4.0,2.81,0.0,0
91,0,1,31.0,78.0,46.41,98.0,18.32,114.0,4.71,2.0,2.59,1.0,0
64,1,0,0.0,134.0,38.3,87.0,9.2,132.0,6.28,9.0,4.67,1.0,1
176,0,1,23.0,130.0,48.14,74.0,13.82,104.0,8.0,6.0,1.94,1.0,0
93,1,0,0.0,78.0,22.34,106.0,18.67,103.0,7.01,2.0,3.0,1.0,1
84,0,1,12.0,87.0,15.25,73.0,11.78,114.0,7.46,2.0,2.89,1.0,0
138,0,0,0.0,102.0,21.61,106.0,21.05,75.0,9.35,3.0,1.35,3.0,0
101,0,1,28.0,132.0,18.0,107.0,19.69,120.0,12.66,5.0,2.89,1.0,0
136,0,0,0.0,79.0,24.19,113.0,13.43,75.0,7.99,11.0,1.62,2.0,0
111,0,0,0.0,80.0,32.52,94.0,11.77,107.0,11.07,3.0,1.73,2.0,0
132,0,1,36.0,93.0,34.32,75.0,13.29,92.0,5.91,5.0,3.7,0.0,0
128,0,0,0.0,91.0,42.04,60.0,15.53,112.0,6.44,2.0,3.97,3.0,0
92,0,1,38.0,96.0,41.17,144.0,13.57,108.0,9.45,1.0,2.4,1.0,0
197,1,0,0.0,80.0,21.64,115.0,18.9,95.0,7.83,5.0,3.7,5.0,1
191,0,0,0.0,104.0,27.54,120.0,20.5,83.0,9.47,7.0,2.94,1.0,0
99,0,1,33.0,93.0,30.45,102.0,20.26,96.0,7.46,1.0,2.86,2.0,0
106,0,1,31.0,125.0,33.56,110.0,10.49,101.0,5.2,4.0,3.32,3.0,0
88,0,0,0.0,82.0,25.19,67.0,26.24,79.0,10.59,4.0,1.73,2.0,0
78,0,0,0.0,85.0,32.83,105.0,14.63,119.0,5.83,1.0,2.75,0.0,0
98,0,0,0.0,99.0,29.19,87.0,14.86,130.0,8.53,6.0,2.11,1.0,0
17,0,1,35.0,123.0,33.75,74.0,23.0,130.0,9.45,10.0,2.19,1.0,0
56,0,1,24.0,87.0,20.69,76.0,15.64,98.0,12.0,3.0,3.43,1.0,0
84,0,0,0.0,105.0,22.13,60.0,23.63,74.0,13.74,6.0,3.78,2.0,0
95,0,0,0.0,96.0,34.58,61.0,14.33,105.0,7.79,3.0,3.7,2.0,0
16,0,0,0.0,83.0,29.7,122.0,23.87,80.0,7.73,8.0,2.84,5.0,0
76,1,0,0.0,120.0,40.97,96.0,19.7,67.0,9.91,1.0,2.67,1.0,1
93,0,0,0.0,95.0,24.09,100.0,18.79,71.0,10.22,3.0,2.75,0.0,0
83,0,0,0.0,96.0,22.92,78.0,14.21,123.0,7.27,5.0,2.08,2.0,0
123,0,0,0.0,119.0,27.73,51.0,21.2,77.0,7.57,10.0,2.43,1.0,0
64,0,0,0.0,116.0,24.74,110.0,19.41,91.0,12.3,8.0,2.4,1.0,0
82,0,0,0.0,73.0,56.07,120.0,17.71,102.0,12.02,6.0,2.86,0.0,1
107,0,0,0.0,97.0,33.07,131.0,15.84,106.0,8.02,1.0,3.43,2.0,0
110,0,0,0.0,93.0,22.42,106.0,23.18,105.0,8.68,4.0,1.92,1.0,0
96,0,1,29.0,91.0,25.5,75.0,13.55,55.0,10.26,3.0,2.3,1.0,0
47,0,1,30.0,93.0,33.42,140.0,20.52,118.0,10.17,4.0,3.48,2.0,0
115,0,0,0.0,107.0,16.95,96.0,12.33,99.0,6.72,4.0,3.81,2.0,0
69,0,0,0.0,88.0,24.41,86.0,12.05,83.0,8.73,5.0,2.92,3.0,0
163,0,1,40.0,56.0,39.42,91.0,18.0,74.0,12.08,3.0,3.32,2.0,0
90,0,0,0.0,80.0,6.43,105.0,13.2,111.0,7.88,5.0,3.83,3.0,0
98,0,0,0.0,107.0,12.38,103.0,15.84,110.0,7.89,4.0,2.84,3.0,0
90,0,1,39.0,89.0,16.12,91.0,18.62,65.0,8.88,5.0,3.08,1.0,0
174,0,1,15.0,143.0,37.71,115.0,17.9,109.0,9.98,9.0,3.35,1.0,0
95,0,0,0.0,120.0,45.73,120.0,19.86,61.0,8.07,4.0,1.97,2.0,1
79,0,0,0.0,114.0,45.61,111.0,15.77,88.0,11.91,7.0,1.7,1.0,1
123,0,1,27.0,127.0,33.78,105.0,21.17,124.0,7.79,5.0,3.38,1.0,0
99,0,0,0.0,75.0,19.64,111.0,18.54,98.0,11.47,7.0,3.11,7.0,1
114,0,0,0.0,100.0,34.36,102.0,16.63,120.0,13.13,5.0,3.59,2.0,0
141,0,0,0.0,113.0,36.65,81.0,17.05,107.0,6.92,6.0,3.35,1.0,0
132,0,0,0.0,107.0,28.88,121.0,17.8,79.0,9.27,2.0,3.11,1.0,0
133,0,0,0.0,85.0,34.29,116.0,14.4,80.0,12.88,4.0,1.62,0.0,0
133,0,0,0.0,133.0,37.59,140.0,13.62,84.0,7.28,3.0,2.27,4.0,0
93,0,1,32.0,117.0,37.18,61.0,9.78,85.0,8.67,5.0,2.54,2.0,0
34,0,0,0.0,89.0,49.93,71.0,23.16,76.0,8.02,10.0,2.97,2.0,1
140,0,0,0.0,108.0,20.45,84.0,20.43,74.0,9.74,3.0,2.08,4.0,1
96,0,1,26.0,96.0,29.89,84.0,17.56,105.0,8.01,2.0,3.0,2.0,0
144,0,0,0.0,95.0,47.35,90.0,20.46,90.0,5.4,5.0,3.13,1.0,1
24,0,1,29.0,105.0,40.17,114.0,16.22,105.0,5.81,2.0,1.94,3.0,0
54,0,0,0.0,113.0,46.55,156.0,10.17,117.0,12.04,3.0,3.16,1.0,0
50,0,0,0.0,129.0,22.29,94.0,13.64,88.0,9.31,9.0,1.51,5.0,1
92,0,1,23.0,83.0,28.46,129.0,21.98,110.0,5.24,3.0,3.02,4.0,0
96,0,0,0.0,68.0,33.61,53.0,21.29,67.0,8.15,3.0,2.84,3.0,0
146,0,0,0.0,93.0,28.82,71.0,19.63,115.0,12.14,7.0,2.43,2.0,0
138,1,1,17.0,116.0,38.28,88.0,14.74,99.0,6.56,4.0,3.16,0.0,0
102,0,0,0.0,73.0,29.67,114.0,18.16,116.0,7.41,5.0,2.78,4.0,0
76,0,0,0.0,84.0,22.05,80.0,15.09,87.0,10.3,3.0,2.03,5.0,1
99,0,0,0.0,66.0,34.0,104.0,9.17,82.0,10.52,2.0,3.08,3.0,0
83,0,1,36.0,87.0,16.3,105.0,22.24,109.0,10.29,4.0,3.59,0.0,0
36,0,1,25.0,110.0,25.98,67.0,20.64,74.0,6.63,2.0,2.46,1.0,0
70,0,0,0.0,102.0,22.08,133.0,17.74,93.0,10.41,3.0,3.86,1.0,0
109,1,0,0.0,85.0,45.63,131.0,12.8,84.0,13.41,8.0,2.62,2.0,1
100,0,0,0.0,152.0,32.05,115.0,12.61,88.0,8.09,5.0,4.1,2.0,0
104,0,0,0.0,97.0,29.0,111.0,13.78,131.0,9.48,1.0,1.65,1.0,0
106,0,0,0.0,124.0,32.54,116.0,17.06,76.0,10.35,3.0,2.21,1.0,0
84,0,0,0.0,96.0,12.8,113.0,15.29,134.0,8.72,1.0,3.32,1.0,0
80,0,0,0.0,123.0,25.47,75.0,23.49,75.0,10.86,7.0,2.94,2.0,0
100,0,0,0.0,87.0,19.7,56.0,9.46,77.0,7.66,4.0,1.92,1.0,0
99,0,0,0.0,86.0,21.9,105.0,17.33,131.0,12.72,4.0,3.81,2.0,0
50,0,0,0.0,108.0,22.39,103.0,18.4,126.0,8.82,5.0,2.97,1.0,0
105,0,0,0.0,48.0,17.24,119.0,13.52,53.0,11.66,2.0,3.29,1.0,0
113,0,1,23.0,104.0,25.33,67.0,20.04,76.0,9.08,5.0,2.57,4.0,0
111,0,1,36.0,123.0,16.46,105.0,14.5,85.0,7.47,4.0,3.62,2.0,0
161,0,0,0.0,121.0,18.28,46.0,21.79,131.0,11.12,3.0,3.4,2.0,0
70,0,0,0.0,95.0,39.58,111.0,25.79,104.0,11.5,7.0,3.48,0.0,1
97,0,1,43.0,105.0,20.59,115.0,22.12,100.0,10.01,5.0,2.24,3.0,0
130,0,0,0.0,70.0,21.13,99.0,23.01,83.0,10.78,6.0,0.95,0.0,0
92,0,0,0.0,101.0,26.81,100.0,25.38,99.0,9.76,3.0,3.73,1.0,0
119,0,0,0.0,68.0,21.13,88.0,17.6,93.0,7.08,1.0,4.0,0.0,0
115,0,0,0.0,125.0,48.69,74.0,17.48,141.0,8.61,6.0,1.86,1.0,1
134,0,0,0.0,95.0,24.09,101.0,17.48,60.0,9.83,6.0,2.38,0.0,0
127,0,1,25.0,91.0,29.41,64.0,20.89,99.0,13.5,3.0,1.3,0.0,0
80,0,0,0.0,120.0,45.68,147.0,25.59,140.0,7.52,1.0,1.57,2.0,1
153,0,1,31.0,130.0,37.15,103.0,11.41,105.0,5.35,6.0,2.54,0.0,0
85,0,0,0.0,114.0,43.4,83.0,16.54,78.0,12.45,5.0,1.0,3.0,0
79,0,0,0.0,124.0,7.12,95.0,17.94,55.0,10.71,5.0,3.08,1.0,0
35,0,0,0.0,87.0,44.34,78.0,21.94,123.0,5.91,2.0,1.57,1.0,0
120,0,1,26.0,94.0,40.7,88.0,22.05,132.0,10.71,3.0,2.08,0.0,0
68,0,0,0.0,94.0,38.54,129.0,14.31,117.0,8.49,1.0,2.75,0.0,0
60,0,0,0.0,147.0,30.48,89.0,17.76,98.0,11.17,6.0,3.65,1.0,1
120,0,0,0.0,110.0,26.86,103.0,16.75,132.0,6.97,5.0,2.7,1.0,0
71,0,1,23.0,82.0,29.87,136.0,22.01,154.0,12.08,7.0,3.81,1.0,0
124,0,0,0.0,107.0,26.76,112.0,14.26,102.0,8.5,3.0,2.38,3.0,0
23,0,0,0.0,74.0,19.23,95.0,14.35,126.0,11.83,2.0,1.86,1.0,1
225,0,0,0.0,142.0,31.06,63.0,20.95,103.0,9.81,2.0,2.38,1.0,0
181,1,0,0.0,83.0,27.42,83.0,10.57,98.0,11.79,3.0,3.81,0.0,1
63,0,0,0.0,92.0,24.23,102.0,17.71,120.0,10.3,2.0,2.03,2.0,0
54,1,0,0.0,108.0,32.39,108.0,22.07,111.0,6.37,2.0,2.62,2.0,1
80,1,1,15.0,110.0,27.08,120.0,14.5,82.0,6.35,5.0,3.21,1.0,0
118,1,1,39.0,106.0,26.15,111.0,10.48,103.0,5.3,6.0,2.48,1.0,0
42,1,0,0.0,127.0,30.72,94.0,14.84,114.0,7.44,6.0,3.24,2.0,0
134,0,0,0.0,105.0,34.46,90.0,19.12,108.0,11.43,7.0,3.27,0.0,0
66,0,1,35.0,100.0,32.44,93.0,22.21,108.0,9.43,6.0,2.4,0.0,0
66,0,0,0.0,102.0,34.87,109.0,19.78,95.0,11.7,6.0,2.48,2.0,0
127,0,1,28.0,124.0,40.05,113.0,20.13,127.0,10.85,2.0,2.08,1.0,0
146,0,0,0.0,77.0,32.18,128.0,13.25,83.0,8.37,3.0,2.0,0.0,0
93,0,1,42.0,101.0,28.37,84.0,23.22,106.0,7.69,1.0,3.11,1.0,0
77,0,0,0.0,87.0,41.68,83.0,21.6,91.0,10.77,4.0,2.03,0.0,1
111,0,0,0.0,125.0,22.54,67.0,18.79,101.0,5.76,2.0,3.43,4.0,1
125,0,0,0.0,64.0,30.99,121.0,11.88,96.0,7.72,7.0,3.13,2.0,0
115,0,1,14.0,86.0,32.69,90.0,7.54,120.0,10.32,3.0,2.84,2.0,0
115,1,0,0.0,110.0,20.74,100.0,18.72,124.0,8.09,2.0,2.92,2.0,1
114,0,0,0.0,101.0,32.81,81.0,21.25,79.0,6.0,2.0,2.59,2.0,0
106,0,0,0.0,112.0,26.96,114.0,18.7,106.0,11.38,3.0,2.46,0.0,0
118,0,1,39.0,125.0,15.56,113.0,18.69,99.0,10.31,8.0,3.43,2.0,0
59,0,0,0.0,92.0,26.11,88.0,17.47,89.0,5.15,10.0,3.38,1.0,0
87,1,1,40.0,79.0,37.67,74.0,13.35,124.0,10.01,3.0,3.11,1.0,0
21,0,0,0.0,81.0,41.6,117.0,14.28,87.0,12.67,1.0,1.78,1.0,0
142,0,1,24.0,103.0,40.77,65.0,24.3,106.0,11.55,4.0,2.57,0.0,0
62,0,0,0.0,132.0,29.31,100.0,19.59,109.0,10.27,5.0,2.97,0.0,0
149,0,0,0.0,83.0,41.23,97.0,20.86,80.0,9.88,3.0,2.7,3.0,1
54,0,1,39.0,82.0,19.99,60.0,13.53,113.0,10.64,10.0,3.05,2.0,0
112,0,0,0.0,127.0,29.67,71.0,22.04,120.0,7.67,7.0,3.05,1.0,0
68,0,0,0.0,83.0,26.74,85.0,18.78,129.0,9.85,7.0,3.24,1.0,0
201,0,1,21.0,97.0,32.64,81.0,20.32,125.0,5.22,3.0,4.08,1.0,0
88,0,0,0.0,76.0,37.09,60.0,14.39,99.0,6.35,1.0,2.16,1.0,0
85,0,1,29.0,97.0,24.58,102.0,11.9,148.0,7.44,3.0,2.94,1.0,0
51,1,0,0.0,108.0,26.11,85.0,19.8,92.0,9.64,4.0,3.81,0.0,1
45,0,1,29.0,104.0,23.09,101.0,18.91,92.0,10.6,6.0,2.13,2.0,0
116,0,0,0.0,69.0,27.32,106.0,12.48,144.0,12.95,5.0,2.21,0.0,0
146,0,1,31.0,91.0,34.43,108.0,20.52,77.0,7.63,2.0,2.11,1.0,0
63,0,1,34.0,119.0,25.87,91.0,19.3,103.0,8.81,5.0,3.32,1.0,0
133,0,0,0.0,90.0,38.66,135.0,6.22,99.0,5.14,7.0,1.27,0.0,0
125,0,0,0.0,115.0,32.57,108.0,17.48,123.0,9.46,3.0,2.48,2.0,0
72,0,0,0.0,111.0,23.61,102.0,17.99,91.0,8.08,3.0,2.92,1.0,0
130,0,0,0.0,102.0,21.59,107.0,17.59,99.0,10.43,6.0,1.65,0.0,0
97,0,0,0.0,87.0,28.66,105.0,22.03,123.0,12.59,4.0,1.97,1.0,0
54,0,0,0.0,73.0,48.72,108.0,18.97,107.0,9.17,5.0,3.11,1.0,1
160,0,1,29.0,121.0,27.98,108.0,22.34,131.0,5.57,4.0,4.1,1.0,0
79,0,0,0.0,90.0,24.48,91.0,11.54,129.0,9.56,4.0,3.51,1.0,0
92,0,1,47.0,95.0,24.07,130.0,17.67,95.0,9.16,11.0,2.75,0.0,0
59,0,0,0.0,65.0,34.73,123.0,21.02,94.0,9.66,4.0,3.24,1.0,0
132,0,0,0.0,80.0,27.74,90.0,14.25,90.0,3.94,10.0,1.67,1.0,0
21,0,0,0.0,110.0,38.25,111.0,20.76,93.0,9.95,4.0,2.89,0.0,0
93,0,0,0.0,103.0,29.94,130.0,16.97,96.0,11.88,6.0,2.3,2.0,0
147,0,1,36.0,78.0,43.21,105.0,19.39,125.0,4.41,7.0,3.73,5.0,0
101,0,0,0.0,105.0,29.73,75.0,22.27,93.0,9.45,5.0,2.3,1.0,0
125,1,0,0.0,118.0,31.84,111.0,13.66,112.0,11.87,2.0,2.59,0.0,1
63,0,0,0.0,84.0,36.01,137.0,19.63,99.0,9.77,9.0,2.89,3.0,0
107,0,0,0.0,102.0,41.12,117.0,10.79,92.0,8.35,6.0,3.16,0.0,0
110,0,0,0.0,103.0,33.34,123.0,16.97,71.0,6.12,1.0,3.48,3.0,0
83,0,0,0.0,100.0,39.32,84.0,17.88,106.0,9.78,2.0,3.35,3.0,0
117,0,0,0.0,104.0,27.47,119.0,16.69,111.0,13.27,2.0,3.73,1.0,0
124,0,0,0.0,103.0,32.98,116.0,20.49,153.0,10.24,5.0,3.21,0.0,0
115,0,0,0.0,148.0,18.65,87.0,19.02,96.0,10.81,8.0,4.16,3.0,0
156,1,0,0.0,119.0,47.09,106.0,20.26,96.0,4.25,3.0,2.24,1.0,0
89,0,0,0.0,83.0,32.66,88.0,13.91,138.0,7.64,3.0,1.65,0.0,0
72,0,0,0.0,147.0,33.73,121.0,18.44,125.0,5.08,4.0,3.54,0.0,0
101,0,1,42.0,82.0,35.56,74.0,13.57,100.0,8.17,3.0,2.57,0.0,0
53,0,0,0.0,98.0,31.42,125.0,18.39,116.0,6.35,3.0,4.97,2.0,0
116,0,0,0.0,119.0,28.53,123.0,12.07,128.0,8.58,4.0,1.97,2.0,0
78,0,0,0.0,140.0,23.66,113.0,16.27,125.0,12.89,3.0,3.19,3.0,0
117,0,1,17.0,82.0,37.62,100.0,14.25,87.0,11.82,4.0,1.19,0.0,0
56,0,0,0.0,84.0,20.67,115.0,14.05,95.0,10.98,2.0,2.4,1.0,0
123,0,1,39.0,99.0,45.97,110.0,20.83,113.0,4.9,7.0,4.16,1.0,0
127,0,0,0.0,94.0,23.73,112.0,20.48,88.0,5.72,4.0,2.38,2.0,0
116,0,1,23.0,78.0,43.01,121.0,11.81,104.0,12.5,3.0,3.19,2.0,0
138,0,1,26.0,83.0,31.26,93.0,20.46,125.0,8.36,3.0,4.05,1.0,0
120,0,0,0.0,108.0,34.56,66.0,22.09,103.0,5.22,2.0,2.11,3.0,0
102,0,0,0.0,106.0,34.1,127.0,12.96,128.0,8.97,2.0,2.08,3.0,0
95,0,0,0.0,96.0,28.49,89.0,14.96,113.0,11.29,6.0,3.62,2.0,0
102,0,0,0.0,67.0,26.61,103.0,17.37,72.0,6.39,2.0,2.67,2.0,0
89,0,1,25.0,140.0,36.57,69.0,16.78,117.0,7.29,10.0,2.86,1.0,0
50,0,0,0.0,82.0,51.29,118.0,14.2,89.0,3.25,6.0,2.84,1.0,0
93,0,1,42.0,90.0,25.89,102.0,22.74,130.0,12.01,5.0,3.05,7.0,0
68,0,0,0.0,116.0,33.22,101.0,18.03,134.0,6.23,11.0,4.08,1.0,0
70,0,0,0.0,97.0,35.48,83.0,23.42,122.0,8.21,3.0,2.16,2.0,0
138,0,1,29.0,87.0,32.32,123.0,18.97,130.0,11.53,6.0,3.83,0.0,0
141,0,1,37.0,87.0,31.52,128.0,15.17,107.0,9.82,3.0,2.16,4.0,0
112,0,1,17.0,95.0,31.14,125.0,21.49,95.0,7.05,3.0,2.62,0.0,0
117,1,0,0.0,100.0,9.21,84.0,25.77,84.0,7.73,2.0,2.32,1.0,1
1,0,1,26.0,115.0,35.36,113.0,15.73,144.0,8.0,9.0,2.19,1.0,0
70,0,0,0.0,110.0,39.15,87.0,6.62,105.0,11.12,4.0,3.56,1.0,0
87,0,1,22.0,102.0,40.94,106.0,6.45,115.0,10.11,3.0,1.92,2.0,0
52,0,1,21.0,119.0,33.27,95.0,9.03,94.0,7.08,3.0,1.43,2.0,0
97,0,0,0.0,82.0,46.94,106.0,17.09,73.0,10.41,4.0,2.4,0.0,1
105,0,0,0.0,93.0,28.24,106.0,14.95,55.0,10.96,3.0,4.37,2.0,0
77,0,1,28.0,117.0,23.1,102.0,20.78,74.0,9.34,3.0,3.11,4.0,1
80,1,0,0.0,122.0,32.15,92.0,18.97,116.0,12.11,3.0,3.75,2.0,1
120,0,1,43.0,117.0,30.24,70.0,14.88,117.0,7.26,4.0,3.11,1.0,0
54,0,1,39.0,73.0,24.46,117.0,17.88,117.0,5.81,8.0,3.38,2.0,0
148,1,0,0.0,138.0,25.19,123.0,13.57,62.0,8.88,3.0,2.32,2.0,0
119,0,0,0.0,115.0,48.81,99.0,13.54,86.0,9.76,1.0,3.75,2.0,1
162,0,1,26.0,144.0,30.55,129.0,18.54,105.0,9.55,8.0,2.51,1.0,1
85,0,0,0.0,96.0,28.19,141.0,16.15,116.0,6.48,3.0,2.94,5.0,1
101,0,1,25.0,144.0,24.5,105.0,14.25,107.0,10.8,3.0,3.92,1.0,0
172,0,0,0.0,85.0,29.33,71.0,21.51,113.0,9.97,6.0,1.59,0.0,0
80,0,0,0.0,138.0,33.97,91.0,14.2,94.0,12.23,4.0,1.49,1.0,0
67,0,0,0.0,134.0,18.55,76.0,12.1,86.0,4.1,5.0,2.94,2.0,0
86,0,0,0.0,106.0,29.21,44.0,25.64,108.0,6.27,5.0,2.62,1.0,0
107,0,0,0.0,101.0,37.79,111.0,24.31,117.0,11.22,4.0,3.27,1.0,1
133,0,0,0.0,102.0,41.79,90.0,22.5,103.0,5.03,7.0,3.02,0.0,0
116,0,0,0.0,110.0,27.98,103.0,23.0,109.0,10.37,3.0,2.16,0.0,0
63,0,0,0.0,107.0,35.99,77.0,23.09,108.0,9.15,7.0,2.0,0.0,0
119,1,1,16.0,103.0,25.02,96.0,13.61,120.0,8.28,2.0,2.08,0.0,1
133,1,0,0.0,103.0,43.3,80.0,21.44,103.0,8.01,3.0,2.16,0.0,1
94,1,0,0.0,113.0,28.92,94.0,23.1,78.0,4.98,4.0,2.35,1.0,0
69,0,0,0.0,91.0,33.17,57.0,22.23,90.0,9.17,5.0,3.08,0.0,0
146,0,0,0.0,83.0,25.38,130.0,15.9,100.0,6.74,4.0,2.13,7.0,1
119,0,0,0.0,75.0,13.92,114.0,21.57,125.0,9.59,1.0,2.4,2.0,1
142,1,1,25.0,109.0,32.49,120.0,12.72,60.0,10.25,3.0,2.65,0.0,0
123,0,0,0.0,115.0,35.17,86.0,19.07,60.0,8.88,2.0,2.24,3.0,0
101,0,0,0.0,156.0,40.63,106.0,23.21,93.0,12.52,8.0,3.65,1.0,1
43,0,0,0.0,97.0,30.48,126.0,21.48,114.0,10.24,5.0,2.16,0.0,0
69,0,0,0.0,91.0,31.5,88.0,18.62,107.0,10.96,5.0,1.49,0.0,0
15,1,0,0.0,80.0,24.04,76.0,10.53,88.0,14.56,3.0,2.19,2.0,0
107,0,1,25.0,91.0,42.26,115.0,10.14,83.0,8.74,1.0,3.24,1.0,0
67,0,0,0.0,131.0,25.93,107.0,21.45,104.0,8.34,3.0,1.32,2.0,0
99,0,0,0.0,102.0,24.75,87.0,19.63,86.0,8.17,7.0,3.08,1.0,0
46,0,0,0.0,116.0,27.91,153.0,16.68,119.0,10.62,1.0,2.19,1.0,0
55,1,0,0.0,115.0,37.57,97.0,14.06,117.0,10.59,4.0,2.62,1.0,0
39,0,0,0.0,126.0,50.22,117.0,19.73,123.0,9.2,2.0,3.11,1.0,1
92,0,0,0.0,98.0,23.77,143.0,14.87,135.0,9.07,7.0,2.54,2.0,0
56,0,0,0.0,99.0,27.59,78.0,12.67,115.0,11.5,1.0,4.0,4.0,1
76,0,0,0.0,97.0,46.36,95.0,20.09,105.0,10.6,2.0,2.08,0.0,1
132,1,1,33.0,75.0,34.05,67.0,19.26,91.0,8.95,3.0,3.48,2.0,0
140,0,1,28.0,77.0,26.71,97.0,14.65,94.0,8.3,9.0,3.0,1.0,0
51,1,1,12.0,60.0,23.09,134.0,17.05,98.0,8.66,7.0,3.32,2.0,0
27,0,0,0.0,110.0,40.24,92.0,19.71,85.0,7.41,6.0,3.43,1.0,0
224,0,0,0.0,133.0,18.94,66.0,14.88,106.0,9.77,6.0,1.49,3.0,0
105,1,1,28.0,89.0,26.54,114.0,9.1,95.0,7.55,3.0,3.97,0.0,1
117,0,0,0.0,93.0,32.49,56.0,24.04,118.0,3.82,4.0,3.24,2.0,0
91,0,0,0.0,123.0,26.01,127.0,11.99,76.0,7.72,15.0,2.78,1.0,1
135,0,0,0.0,123.0,37.2,64.0,20.64,80.0,3.86,3.0,2.78,4.0,0
146,0,0,0.0,101.0,34.92,77.0,11.47,83.0,13.97,2.0,2.78,3.0,0
147,1,0,0.0,111.0,38.28,98.0,15.72,146.0,6.44,1.0,2.67,0.0,1
68,0,0,0.0,127.0,42.48,118.0,21.63,98.0,12.29,6.0,2.4,2.0,1
68,0,0,0.0,89.0,22.37,109.0,11.65,107.0,11.53,5.0,2.75,3.0,0
86,0,1,21.0,99.0,33.64,100.0,14.08,120.0,9.36,9.0,2.73,0.0,0
131,0,0,0.0,129.0,28.31,107.0,17.87,93.0,11.57,5.0,2.67,1.0,0
86,0,1,29.0,79.0,38.32,112.0,15.9,112.0,12.65,3.0,3.48,1.0,0
159,0,0,0.0,103.0,46.89,108.0,16.11,93.0,10.08,5.0,2.0,2.0,1
134,0,1,40.0,105.0,24.29,61.0,7.53,96.0,13.05,6.0,2.92,1.0,0
113,0,0,0.0,113.0,35.22,80.0,21.76,87.0,9.49,1.0,2.67,1.0,0
132,0,0,0.0,100.0,35.05,118.0,17.95,122.0,8.83,6.0,2.75,1.0,0
85,0,0,0.0,66.0,35.75,76.0,16.64,82.0,9.97,7.0,3.02,1.0,0
93,1,1,38.0,117.0,38.37,122.0,10.17,125.0,8.69,7.0,3.78,1.0,1
174,0,1,33.0,91.0,28.53,91.0,17.45,132.0,5.85,4.0,3.92,4.0,1
61,0,0,0.0,118.0,33.61,96.0,12.94,93.0,9.95,3.0,1.89,2.0,0
91,0,1,39.0,105.0,28.87,116.0,5.54,92.0,6.5,4.0,2.94,1.0,0
88,0,1,28.0,104.0,32.4,105.0,20.17,116.0,9.52,1.0,2.65,2.0,0
88,0,1,45.0,140.0,13.65,101.0,13.03,123.0,13.91,3.0,3.46,2.0,0
195,0,1,36.0,110.0,39.39,88.0,19.13,89.0,9.08,2.0,3.27,0.0,0
182,0,0,0.0,114.0,11.75,109.0,19.58,96.0,11.55,4.0,1.76,0.0,0
118,0,0,0.0,60.0,32.1,64.0,18.48,100.0,9.9,7.0,2.21,4.0,0
103,0,0,0.0,125.0,25.6,126.0,14.37,104.0,9.95,8.0,2.81,8.0,1
65,0,0,0.0,89.0,32.64,88.0,11.86,102.0,8.43,4.0,1.49,2.0,0
61,0,1,25.0,78.0,27.83,112.0,9.62,118.0,6.03,3.0,2.67,3.0,0
172,0,0,0.0,100.0,35.99,101.0,16.89,136.0,13.58,9.0,1.76,1.0,0
72,0,0,0.0,103.0,29.84,120.0,11.25,96.0,10.93,3.0,3.19,1.0,0
113,0,0,0.0,120.0,25.52,85.0,17.01,105.0,12.0,3.0,2.97,2.0,0
177,0,0,0.0,99.0,32.22,117.0,14.99,112.0,10.17,2.0,3.83,1.0,0
100,0,0,0.0,94.0,12.04,102.0,18.33,125.0,10.39,1.0,2.57,6.0,1
67,0,0,0.0,102.0,36.64,95.0,16.21,106.0,9.65,6.0,2.32,1.0,0
136,0,0,0.0,105.0,17.29,99.0,17.24,119.0,6.13,6.0,2.54,3.0,0
71,0,0,0.0,132.0,43.93,119.0,10.78,87.0,8.21,8.0,2.62,4.0,0
134,0,0,0.0,126.0,41.21,115.0,13.0,115.0,14.32,6.0,3.19,1.0,0
124,0,0,0.0,82.0,22.41,119.0,24.17,101.0,13.75,2.0,3.05,1.0,0
84,0,0,0.0,102.0,32.33,141.0,16.8,102.0,11.14,6.0,2.65,2.0,0
39,0,0,0.0,104.0,26.2,112.0,17.36,92.0,8.83,4.0,2.65,2.0,0
110,0,0,0.0,127.0,31.96,118.0,7.69,64.0,6.76,3.0,4.13,3.0,0
102,0,0,0.0,70.0,17.53,129.0,23.38,92.0,6.35,5.0,3.02,1.0,0
70,0,0,0.0,130.0,29.82,130.0,13.56,96.0,11.73,4.0,3.13,0.0,0
142,0,0,0.0,93.0,24.72,98.0,17.77,96.0,9.63,1.0,2.94,1.0,0
81,1,0,0.0,85.0,42.6,50.0,15.97,131.0,5.41,5.0,2.11,1.0,0
